,200,400,800,1000,2000,3000,5000,10000
MQ2,5,4,3.5,3.1,2.5,2.1,1.9,1.5
MQ4,4.3,4,3.9,3.8,3.75,3.65,3.6,3.5
MQ5,3.9,3.2,3,2.95,2.7,2.5,2.45,2.35
MQ6,9,8.5,8,7.8,7.5,7.3,7,6.5
MQ7,0.6,0.38,0.255,0.22,0.155,0.12,0.022666667,0.11152381
MQ8,65,62,60,58,49,44,41,40
MQ9,1.7,1.25,0.86,0.8,0.38,0.21,0.04,0.01
